Date,US,EU,EM,EQUS,EQEU,EQEM,GOVUS,GOVEU,CBUS,CBEU,REUS,REEU,COM,CASH,SUM,ClockPerformance,EQUS_av,EQEU_av,EQEM_av,GOVUS_av,GOVEU_av,CBUS_av,CBEU_av,REUS_av,REEU_av,COM_av,CASH_av,Original,Overlay
01-Sep-12,8,8,8,0.08,0.05,0.02,0.23,0.38,0.13,0.13,0.00,0.00,0.00,0.00, 1.00 ,0.0032, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-12,1,8,8,0.33,0.05,0.02,0.00,0.38,0.05,0.13,0.05,0.00,0.00,0.00, 1.00 ,-0.0040, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-12,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0079, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-12,8,8,1,0.08,0.05,0.12,0.23,0.29,0.13,0.10,0.00,0.02,0.00,0.00, 1.00 ,0.0011, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-13,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0066, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-13,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0195, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-13,4,5,4,0.23,0.00,0.09,0.05,0.34,0.00,0.00,0.05,0.02,0.17,0.07, 1.00 ,0.0114, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-13,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0087, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-13,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0050, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-13,8,8,1,0.08,0.05,0.12,0.23,0.29,0.13,0.10,0.00,0.02,0.00,0.00, 1.00 ,-0.0340, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-13,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0190, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-13,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,-0.0253, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-13,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0277, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-13,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0347, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-13,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0024, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-13,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0022, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,-0.0210, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-14,4,4,4,0.23,0.29,0.09,0.05,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0304, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-14,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0204, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-14,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0078, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-14,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0272, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0136, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,-0.0084, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0211, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,-0.0120, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0100, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0208, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-14,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,-0.0031, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-15,2,1,1,0.33,0.36,0.12,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.00, 1.00 ,0.0349, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-15,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,0.0325, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-15,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,0.0094, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-15,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0172, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-15,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0036, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-15,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0340, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-15,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0293, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-15,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0593, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-15,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,-0.0232, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-15,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,0.0667, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-15,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,0.0105, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-15,8,1,8,0.08,0.36,0.02,0.23,0.09,0.13,0.07,0.00,0.04,0.00,0.00, 1.00 ,-0.0223, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-16,8,1,8,0.08,0.36,0.02,0.23,0.09,0.13,0.07,0.00,0.04,0.00,0.00, 1.00 ,-0.0294, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-16,8,1,8,0.08,0.36,0.02,0.23,0.09,0.13,0.07,0.00,0.04,0.00,0.00, 1.00 ,0.0014, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-16,8,1,8,0.08,0.36,0.02,0.23,0.09,0.13,0.07,0.00,0.04,0.00,0.00, 1.00 ,0.0277, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-16,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0090, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-16,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0209, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-16,4,4,4,0.23,0.29,0.09,0.05,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0219, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-16,4,4,4,0.23,0.29,0.09,0.05,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0064, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-16,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,-0.0022, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-16,8,1,1,0.08,0.36,0.12,0.23,0.00,0.13,0.05,0.00,0.05,0.00,0.00, 1.00 ,-0.0035, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-16,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,-0.0135, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-16,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0074, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-16,1,1,1,0.33,0.36,0.12,0.00,0.00,0.05,0.05,0.05,0.05,0.00,0.00, 1.00 ,0.0353, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-17,4,4,4,0.23,0.29,0.09,0.05,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0019, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0191, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0086, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0048, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-17,4,3,4,0.23,0.32,0.09,0.05,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0050, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-17,4,3,4,0.23,0.32,0.09,0.05,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0080, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-17,2,2,1,0.33,0.36,0.12,0.00,0.00,0.00,0.02,0.05,0.05,0.09,0.00, 1.00 ,0.0098, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0014, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0234, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0163, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0007, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-17,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0082, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0248, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0360, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0191, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0267, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0050, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0092, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-18,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0151, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-18,3,3,4,0.28,0.32,0.09,0.00,0.02,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0050, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-18,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0002, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-18,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0505, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-18,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0039, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-18,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,-0.0594, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-19,3,4,4,0.28,0.29,0.09,0.00,0.05,0.00,0.00,0.05,0.05,0.20,0.00, 1.00 ,0.0570, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-19,1,1,8,0.33,0.36,0.02,0.00,0.09,0.05,0.07,0.05,0.04,0.00,0.00, 1.00 ,0.0248, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-19,2,1,8,0.33,0.36,0.02,0.00,0.09,0.00,0.07,0.05,0.04,0.05,0.00, 1.00 ,0.0167, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-19,1,8,8,0.33,0.05,0.02,0.00,0.38,0.05,0.13,0.05,0.00,0.00,0.00, 1.00 ,0.0149, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-19,2,8,1,0.33,0.05,0.12,0.00,0.29,0.00,0.10,0.05,0.02,0.05,0.00, 1.00 ,-0.0278, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jun-19,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0276, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jul-19,1,8,8,0.33,0.05,0.02,0.00,0.38,0.05,0.13,0.05,0.00,0.00,0.00, 1.00 ,0.0151, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Aug-19,1,8,8,0.33,0.05,0.02,0.00,0.38,0.05,0.13,0.05,0.00,0.00,0.00, 1.00 ,-0.0040, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Sep-19,1,8,8,0.33,0.05,0.02,0.00,0.38,0.05,0.13,0.05,0.00,0.00,0.00, 1.00 ,-0.0056, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Oct-19,8,8,8,0.08,0.05,0.02,0.23,0.38,0.13,0.13,0.00,0.00,0.00,0.00, 1.00 ,-0.0041, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Nov-19,8,8,8,0.08,0.05,0.02,0.23,0.38,0.13,0.13,0.00,0.00,0.00,0.00, 1.00 ,0.0038, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Dec-19,8,8,1,0.08,0.05,0.12,0.23,0.29,0.13,0.10,0.00,0.02,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Jan-20,8,8,1,0.08,0.05,0.12,0.23,0.29,0.13,0.10,0.00,0.02,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Feb-20,1,8,1,0.33,0.05,0.12,0.00,0.29,0.05,0.10,0.05,0.02,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Mar-20,8,8,7,0.08,0.05,0.02,0.23,0.38,0.13,0.13,0.00,0.00,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-Apr-20,8,7,1,0.08,0.04,0.12,0.23,0.29,0.13,0.12,0.00,0.02,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
01-May-20,7,7,1,0.05,0.04,0.12,0.23,0.29,0.15,0.12,0.00,0.02,0.00,0.00, 1.00 ,0.0000, 0.24 , 0.24 , 0.09 , 0.05 , 0.11 , 0.03 , 0.04 , 0.04 , 0.04 , 0.10 , 0.01 ,,
